geneID	UnTrt_1	UnTrt_2	UnTrt_3	EtOH6H_1	EtOH6H_2	EtOH6H_3	ET24H_1	ET24H_2	ET24H_3
ENSMUSG00000096990	3	6	4	8	3	4	3	6	6
ENSMUSG00000096991	20	23	20	15	16	27	21	22	18
ENSMUSG00000096992	11	10	11	7	11	6	7	4	8
ENSMUSG00000096993	1	0	1	0	2	0	0	1	0
ENSMUSG00000096995	7	7	11	9	9	2	5	12	10
ENSMUSG00000096996	38	19	40	21	17	24	19	19	19
ENSMUSG00000096997	0	0	0	0	0	0	0	0	0
ENSMUSG00000096999	0	3	0	0	0	0	0	0	0
ENSMUSG00000097000	39	38	45	33	25	35	34	44	41
ENSMUSG00000097001	0	0	0	0	0	0	0	0	0
ENSMUSG00000097002	0	0	2	0	0	0	0	0	0
ENSMUSG00000097003	7	9	5	2	3	3	8	2	14
ENSMUSG00000097004	0	3	1	1	1	2	0	0	0
ENSMUSG00000097005	0	0	0	0	0	0	1	0	0
ENSMUSG00000097006	357	360	348	327	355	391	338	371	369
ENSMUSG00000097007	1	2	0	7	4	6	2	1	1
ENSMUSG00000097008	5	5	3	3	4	2	1	5	1
ENSMUSG00000097009	0	0	0	0	0	0	0	0	0
ENSMUSG00000097010	1	0	3	1	0	0	0	0	0
ENSMUSG00000097011	0	2	0	0	1	1	0	0	1
ENSMUSG00000097012	0	0	0	0	0	0	0	0	0
ENSMUSG00000097013	2	1	2	2	3	6	4	2	3
ENSMUSG00000097014	1	4	4	1	0	3	3	4	0
ENSMUSG00000097015	19	25	29	22	14	18	14	13	10
ENSMUSG00000097016	1	1	1	6	2	4	1	4	2
ENSMUSG00000097017	0	1	0	1	3	0	0	1	0
ENSMUSG00000097018	0	0	0	0	0	0	0	0	0
ENSMUSG00000097019	0	0	0	0	0	0	0	0	1
ENSMUSG00000097020	4	2	5	3	1	0	5	2	1
ENSMUSG00000097021	5	4	3	6	3	3	1	2	6
ENSMUSG00000097022	0	0	0	0	0	2	1	1	0
ENSMUSG00000097023	0	0	0	0	0	0	0	0	0
ENSMUSG00000097024	0	0	0	0	0	0	0	0	0
ENSMUSG00000097025	0	0	1	4	1	1	1	4	3
ENSMUSG00000097026	13	9	7	6	18	22	22	10	21
ENSMUSG00000097027	12	7	9	15	10	14	13	18	16
ENSMUSG00000097028	15	22	17	13	10	6	9	12	19
ENSMUSG00000097029	0	0	0	0	0	0	0	0	0
ENSMUSG00000097030	0	1	2	0	1	0	0	0	1
ENSMUSG00000097031	0	0	0	1	2	0	0	0	0
ENSMUSG00000097032	9	7	11	8	13	11	11	10	7
ENSMUSG00000097033	30	31	39	20	9	30	21	28	14
ENSMUSG00000097035	0	0	1	1	2	1	3	0	1
ENSMUSG00000097036	0	0	0	0	0	0	0	0	0
ENSMUSG00000097037	0	0	0	0	0	0	0	0	0
ENSMUSG00000097038	0	0	0	0	0	0	0	0	0
ENSMUSG00000097039	136	139	105	113	130	143	178	211	190
ENSMUSG00000097040	64	53	60	31	37	25	29	33	28
ENSMUSG00000097041	0	0	0	0	0	0	0	0	0
ENSMUSG00000097042	62	48	41	59	67	78	65	61	51
ENSMUSG00000097043	0	0	0	0	0	0	0	0	0
ENSMUSG00000097044	0	0	0	0	0	0	0	0	0
ENSMUSG00000097045	0	0	0	0	0	1	0	0	0
ENSMUSG00000097047	4	8	7	12	11	10	8	7	9
ENSMUSG00000097048	84	90	103	82	103	129	102	96	86
ENSMUSG00000097049	0	0	0	0	0	0	0	0	0
ENSMUSG00000097050	0	0	1	0	2	2	0	0	0
ENSMUSG00000097051	4	4	1	1	10	3	3	4	8
ENSMUSG00000097052	117	96	136	93	81	115	94	121	109
ENSMUSG00000097053	2	2	1	2	0	0	1	0	0
ENSMUSG00000097054	0	0	0	0	0	0	0	0	0
ENSMUSG00000097055	5	7	9	8	6	8	3	8	7
ENSMUSG00000097056	32	33	41	41	37	32	33	34	35
ENSMUSG00000097057	11	12	11	4	8	4	7	6	3
ENSMUSG00000097058	6	7	4	4	7	12	12	2	9
ENSMUSG00000097059	45	81	68	72	52	74	72	59	51
ENSMUSG00000097060	0	0	0	0	0	0	0	0	0
ENSMUSG00000097061	19	22	18	9	18	18	21	15	24
ENSMUSG00000097062	40	70	50	70	76	96	74	77	58
ENSMUSG00000097063	0	0	0	0	0	0	0	0	0
ENSMUSG00000097065	0	0	0	0	0	0	0	0	0
ENSMUSG00000097066	0	0	0	0	0	0	0	0	0
ENSMUSG00000097067	0	0	0	1	0	0	0	0	0
ENSMUSG00000097068	0	0	0	0	0	0	0	0	0
ENSMUSG00000097069	0	0	2	1	1	0	0	0	0
ENSMUSG00000097071	16	11	16	5	11	6	7	12	7
ENSMUSG00000097072	0	1	0	0	1	0	0	0	0
ENSMUSG00000097073	7	16	6	15	13	17	11	9	9
ENSMUSG00000097074	0	0	0	0	0	0	0	0	0
ENSMUSG00000097075	2	9	1	3	6	12	1	5	2
ENSMUSG00000097076	0	0	1	0	0	0	0	0	0
ENSMUSG00000097077	1	0	0	0	1	1	0	0	1
ENSMUSG00000097078	2	0	0	0	0	0	0	0	0
ENSMUSG00000097079	0	0	1	0	0	0	0	0	0
ENSMUSG00000097080	8	10	12	11	10	10	14	10	14
ENSMUSG00000097081	4	10	12	10	4	6	16	8	9
ENSMUSG00000097082	0	1	0	0	0	0	0	0	0
ENSMUSG00000097083	0	0	0	0	0	2	0	0	0
ENSMUSG00000097084	81	131	80	122	141	152	161	145	168
ENSMUSG00000097085	11	1	4	0	1	1	1	4	5
ENSMUSG00000097086	0	0	1	0	0	0	1	0	0
ENSMUSG00000097087	0	0	0	0	0	0	0	0	0
ENSMUSG00000097088	4	2	0	1	3	2	4	4	3
ENSMUSG00000097089	0	0	0	0	0	0	0	0	0
ENSMUSG00000097090	21	19	20	14	20	38	21	27	28
ENSMUSG00000097091	0	0	0	0	0	0	0	0	0
ENSMUSG00000097092	0	1	0	0	0	0	1	0	0
ENSMUSG00000097093	19	16	17	24	23	33	18	15	27
ENSMUSG00000097094	2	0	0	0	1	2	1	0	2
ENSMUSG00000097095	0	0	0	0	0	0	0	0	0
ENSMUSG00000097097	0	0	0	0	0	0	0	0	0
ENSMUSG00000097098	1	0	1	1	0	2	0	1	0
ENSMUSG00000097099	16	15	25	12	10	9	14	17	5
ENSMUSG00000097100	1	2	4	1	3	0	3	0	0
ENSMUSG00000097101	44	32	55	48	69	76	36	51	49
ENSMUSG00000097102	0	0	0	0	0	0	0	1	0
ENSMUSG00000097103	5	4	7	6	9	9	8	12	5
ENSMUSG00000097104	0	1	0	0	1	1	0	3	0
ENSMUSG00000097106	0	0	0	0	0	0	0	0	0
ENSMUSG00000097107	0	0	0	0	1	0	0	0	0
ENSMUSG00000097108	5	0	4	1	1	0	1	3	2
ENSMUSG00000097109	0	0	0	0	0	0	0	0	2
ENSMUSG00000097110	0	0	0	0	0	0	0	0	0
ENSMUSG00000097111	2	0	1	0	1	0	2	0	2
ENSMUSG00000097112	0	0	0	0	0	0	0	0	0
ENSMUSG00000097113	10	13	4	18	11	21	25	26	16
ENSMUSG00000097115	3	2	1	1	3	1	1	2	0
ENSMUSG00000097116	1	0	2	0	0	0	0	0	0
ENSMUSG00000097117	0	0	0	0	0	1	1	1	1
ENSMUSG00000097118	0	0	0	0	0	0	0	0	0
ENSMUSG00000097119	516	586	522	588	634	819	747	653	687
ENSMUSG00000097120	1	0	2	0	1	2	0	4	1
ENSMUSG00000097121	6	2	6	4	4	10	6	7	5
ENSMUSG00000097122	0	0	0	0	0	0	0	0	0
ENSMUSG00000097123	12	5	1	3	5	11	4	7	6
ENSMUSG00000097124	0	0	0	2	0	1	0	0	3
ENSMUSG00000097125	1	2	0	1	0	0	0	0	0
ENSMUSG00000097127	0	0	0	0	0	0	0	0	0
ENSMUSG00000097128	6	4	6	0	3	2	2	3	5
ENSMUSG00000097129	1	3	3	2	0	1	4	0	2
ENSMUSG00000097130	0	0	0	0	0	0	0	0	0
ENSMUSG00000097131	69	80	82	75	68	103	94	94	74
ENSMUSG00000097133	4	7	4	1	1	3	8	5	7
ENSMUSG00000097134	0	0	1	0	2	1	0	1	1
ENSMUSG00000097135	0	0	0	0	0	0	0	0	0
ENSMUSG00000097136	12	13	13	16	14	7	4	10	7
ENSMUSG00000097137	0	0	0	0	0	0	0	0	0
ENSMUSG00000097138	0	3	1	2	1	1	1	0	0
ENSMUSG00000097139	23	15	17	10	14	14	12	5	16
ENSMUSG00000097140	1	3	2	0	0	1	1	2	0
ENSMUSG00000097141	172	226	191	102	109	103	94	106	130
ENSMUSG00000097142	0	0	0	0	0	0	0	0	0
ENSMUSG00000097143	1	0	0	0	0	0	1	1	0
ENSMUSG00000097145	84	88	82	85	81	93	103	122	94
ENSMUSG00000097146	1	0	0	0	0	2	0	0	0
ENSMUSG00000097147	0	0	0	0	0	0	1	0	0
ENSMUSG00000097148	0	0	0	0	0	0	0	0	0
ENSMUSG00000097149	3	4	2	4	1	0	0	0	0
ENSMUSG00000097150	9	4	4	7	5	5	7	5	5
ENSMUSG00000097151	10	6	11	7	13	7	9	11	12
ENSMUSG00000097152	0	0	0	0	1	1	0	1	0
ENSMUSG00000097154	1	1	1	1	1	2	4	1	0
ENSMUSG00000097155	5	4	6	0	3	0	1	0	0
ENSMUSG00000097156	0	1	2	0	0	0	0	0	1
ENSMUSG00000097157	4	3	5	3	17	5	8	8	18
ENSMUSG00000097158	8	10	8	9	16	16	18	20	16
ENSMUSG00000097159	2	0	2	1	0	1	0	0	1
ENSMUSG00000097160	1	3	1	0	0	0	2	2	0
ENSMUSG00000097162	6	3	6	8	6	12	13	8	8
ENSMUSG00000097163	0	0	0	0	0	0	0	1	0
ENSMUSG00000097164	101	132	104	72	88	118	100	116	89
ENSMUSG00000097165	7	16	14	9	16	16	17	17	11
ENSMUSG00000097166	1	2	2	1	4	4	1	0	1
ENSMUSG00000097167	3	5	7	7	11	9	5	8	3
ENSMUSG00000097168	0	1	2	0	0	0	0	0	0
ENSMUSG00000097169	0	0	0	0	0	0	0	0	0
ENSMUSG00000097170	7	5	11	9	7	8	4	3	6
ENSMUSG00000097171	0	0	0	0	0	0	0	0	0
ENSMUSG00000097172	0	1	1	0	0	0	0	0	0
ENSMUSG00000097173	0	0	0	0	0	0	0	0	0
ENSMUSG00000097174	5	5	5	2	1	1	2	2	4
ENSMUSG00000097175	0	0	0	0	0	0	0	0	0
ENSMUSG00000097176	0	3	1	2	1	1	0	1	1
ENSMUSG00000097177	30	31	34	51	57	62	41	43	48
ENSMUSG00000097178	4	6	1	11	16	15	25	12	12
ENSMUSG00000097180	19	25	26	21	22	19	19	22	12
ENSMUSG00000097181	0	0	0	0	0	0	0	0	0
ENSMUSG00000097182	0	0	2	1	5	1	0	0	0
ENSMUSG00000097183	19	12	19	7	5	12	16	9	19
ENSMUSG00000097184	2	1	5	4	1	4	3	4	3
ENSMUSG00000097185	0	0	0	0	0	0	0	0	2
ENSMUSG00000097186	1	1	1	3	2	0	3	2	0
ENSMUSG00000097187	8	8	10	11	14	24	19	18	14
ENSMUSG00000097188	292	208	264	171	163	218	248	250	212
ENSMUSG00000097189	2	7	5	5	5	4	8	8	4
ENSMUSG00000097190	0	0	0	0	0	0	0	0	0
ENSMUSG00000097191	0	1	1	2	0	2	1	0	1
ENSMUSG00000097193	3	6	2	2	8	3	2	1	9
ENSMUSG00000097194	0	1	1	1	1	3	0	2	1
ENSMUSG00000097195	212	258	224	193	221	261	244	273	251
ENSMUSG00000097196	0	0	0	0	0	0	0	0	0
ENSMUSG00000097197	4	3	4	1	3	0	1	1	0
ENSMUSG00000097198	0	0	0	0	0	0	0	0	0
ENSMUSG00000097199	0	0	0	0	0	0	0	0	0
ENSMUSG00000097201	0	0	0	0	0	0	0	0	0
ENSMUSG00000097202	0	0	0	0	0	0	0	1	0
ENSMUSG00000097203	0	0	0	1	0	0	1	0	0
ENSMUSG00000097204	9	6	6	4	6	5	6	5	9
ENSMUSG00000097205	0	0	0	0	0	0	0	0	0
ENSMUSG00000097206	0	0	0	0	0	0	0	0	0
ENSMUSG00000097207	32	38	18	22	26	20	23	22	19
ENSMUSG00000097208	12	11	4	8	4	5	2	9	8
ENSMUSG00000097209	1	4	2	0	0	0	0	1	1
ENSMUSG00000097210	0	0	0	0	0	0	0	0	0
ENSMUSG00000097211	0	0	0	0	0	1	0	0	0
ENSMUSG00000097213	4	2	1	2	3	1	1	1	1
ENSMUSG00000097214	2	1	1	4	0	0	1	2	0
ENSMUSG00000097215	0	0	0	0	0	0	0	2	0
ENSMUSG00000097216	7	5	6	9	6	12	9	8	11
ENSMUSG00000097217	11	12	9	4	6	14	11	12	8
ENSMUSG00000097218	0	0	0	0	0	0	0	0	0
ENSMUSG00000097219	6	0	6	5	3	3	5	3	4
ENSMUSG00000097220	0	0	0	0	0	0	0	0	0
ENSMUSG00000097221	0	0	0	0	0	0	0	0	0
ENSMUSG00000097222	1	0	0	0	0	2	0	1	0
ENSMUSG00000097223	0	0	1	5	2	0	3	3	1
ENSMUSG00000097224	0	0	0	0	0	0	0	0	0
ENSMUSG00000097225	5	2	1	1	3	0	1	1	1
ENSMUSG00000097226	0	0	0	0	0	0	0	0	0
ENSMUSG00000097227	3	3	3	3	3	2	4	7	4
ENSMUSG00000097228	0	0	0	0	0	1	0	0	0
ENSMUSG00000097229	0	2	0	0	1	0	0	0	0
ENSMUSG00000097230	2	2	2	4	0	1	3	4	4
ENSMUSG00000097231	3	2	4	1	4	3	5	5	2
ENSMUSG00000097232	0	3	0	8	3	4	1	5	3
ENSMUSG00000097233	16	19	20	10	11	10	17	6	13
ENSMUSG00000097234	4	3	3	6	2	4	2	4	9
ENSMUSG00000097235	0	0	0	0	0	0	0	0	0
ENSMUSG00000097236	6	4	4	6	9	7	4	4	4
ENSMUSG00000097237	0	0	0	0	0	0	0	0	0
ENSMUSG00000097239	0	3	0	0	0	1	3	7	5
ENSMUSG00000097240	0	0	1	0	0	0	0	0	0
ENSMUSG00000097241	0	0	0	0	0	0	0	0	0
ENSMUSG00000097242	136	116	185	69	84	88	97	104	68
ENSMUSG00000097243	16	10	14	15	12	14	7	7	10
ENSMUSG00000097244	0	1	0	0	0	0	0	0	0
ENSMUSG00000097245	28	41	31	14	17	27	22	27	27
ENSMUSG00000097246	9	7	10	3	2	7	9	12	10
ENSMUSG00000097247	0	0	5	0	3	2	1	0	2
ENSMUSG00000097248	13	24	12	1	3	2	2	0	2
ENSMUSG00000097249	0	0	0	0	0	0	0	0	0
ENSMUSG00000097250	0	0	0	0	0	0	0	0	0
ENSMUSG00000097251	11	15	10	11	4	17	8	10	10
ENSMUSG00000097252	83	85	106	131	159	221	174	191	149
ENSMUSG00000097253	4	5	1	2	2	5	6	3	1
ENSMUSG00000097254	0	0	0	0	0	0	0	0	0
ENSMUSG00000097255	0	0	0	0	0	0	0	0	0
ENSMUSG00000097256	0	0	0	0	0	0	0	0	0
ENSMUSG00000097257	0	2	1	0	0	0	1	2	0
ENSMUSG00000097258	2	9	6	6	9	4	7	9	15
ENSMUSG00000097259	0	0	0	0	0	0	0	0	0
ENSMUSG00000097260	0	0	0	0	0	0	0	0	0
ENSMUSG00000097261	0	1	2	1	0	1	1	0	2
ENSMUSG00000097262	0	0	0	0	0	0	0	1	1
ENSMUSG00000097263	4	5	8	4	5	6	2	1	2
ENSMUSG00000097264	0	0	0	0	0	0	0	1	0
ENSMUSG00000097265	0	0	1	6	1	1	0	0	0
ENSMUSG00000097266	0	0	0	0	0	0	0	0	0
ENSMUSG00000097267	76	56	59	57	59	66	74	71	85
ENSMUSG00000097268	0	0	0	0	1	0	0	1	0
ENSMUSG00000097271	10	12	4	8	9	6	14	11	11
ENSMUSG00000097272	0	0	0	0	0	0	0	0	0
ENSMUSG00000097274	0	1	3	1	4	3	1	0	0
ENSMUSG00000097275	13	16	15	5	6	4	15	8	3
ENSMUSG00000097276	0	0	1	0	0	0	0	0	0
ENSMUSG00000097277	50	50	43	40	50	35	44	42	50
ENSMUSG00000097278	0	0	0	0	0	0	0	0	0
ENSMUSG00000097279	0	0	1	0	0	1	0	0	0
ENSMUSG00000097280	0	0	0	0	0	0	0	0	0
ENSMUSG00000097281	0	0	0	0	0	2	1	0	0
ENSMUSG00000097282	10	19	16	31	38	69	39	36	40
ENSMUSG00000097283	0	0	0	0	0	1	0	0	0
ENSMUSG00000097284	31	13	25	16	24	12	13	20	14
ENSMUSG00000097285	1	2	0	0	0	1	0	0	0
ENSMUSG00000097286	0	0	1	0	0	0	0	0	0
ENSMUSG00000097287	69	74	83	25	29	29	34	17	15
ENSMUSG00000097288	0	0	0	0	0	0	0	0	0
ENSMUSG00000097289	104	167	110	27	36	40	39	56	43
ENSMUSG00000097290	72	88	76	84	118	143	119	88	116
ENSMUSG00000097291	0	0	0	0	0	0	0	0	0
ENSMUSG00000097292	3	3	6	1	3	4	6	3	3
ENSMUSG00000097293	0	0	0	0	0	0	0	0	0
ENSMUSG00000097294	1	0	5	3	1	1	2	0	0
ENSMUSG00000097295	0	0	0	0	0	0	0	0	0
ENSMUSG00000097296	88	85	124	69	84	88	90	87	90
ENSMUSG00000097298	3	0	0	4	3	0	3	1	1
ENSMUSG00000097299	0	0	0	0	0	0	0	0	0
ENSMUSG00000097300	3	5	7	12	5	5	3	5	10
ENSMUSG00000097301	0	0	0	0	0	0	0	0	0
ENSMUSG00000097302	0	0	0	0	0	0	0	0	0
ENSMUSG00000097303	6	2	6	6	1	9	6	4	7
ENSMUSG00000097304	0	0	0	2	0	1	0	0	0
ENSMUSG00000097305	1	2	0	0	0	1	1	2	2
ENSMUSG00000097307	0	1	1	0	0	0	0	0	0
ENSMUSG00000097308	0	0	0	1	0	0	0	0	0
ENSMUSG00000097309	10	8	3	6	12	10	13	6	6
ENSMUSG00000097310	3	4	7	9	5	15	11	3	10
ENSMUSG00000097311	0	0	0	0	0	0	0	0	0
ENSMUSG00000097312	0	1	0	0	0	0	1	0	2
ENSMUSG00000097313	2	3	0	4	4	4	3	2	0
ENSMUSG00000097314	0	0	0	0	0	0	0	0	0
ENSMUSG00000097315	6	4	6	1	2	3	3	4	3
ENSMUSG00000097316	20	24	27	10	7	10	6	11	2
ENSMUSG00000097317	1	3	2	1	5	2	1	3	2
ENSMUSG00000097318	28	13	26	9	8	11	6	6	11
ENSMUSG00000097320	14	4	15	6	6	6	4	4	6
ENSMUSG00000097321	0	0	3	1	1	0	1	1	1
ENSMUSG00000097322	1	1	1	0	2	0	0	0	0
ENSMUSG00000097323	4	5	0	2	1	1	2	2	3
ENSMUSG00000097324	29	27	45	18	13	18	11	18	22
ENSMUSG00000097325	3	1	2	1	0	3	5	2	2
ENSMUSG00000097326	0	0	0	0	0	0	0	0	0
ENSMUSG00000097327	20	19	20	24	29	32	27	30	27
ENSMUSG00000097328	30	38	29	32	30	44	24	38	20
ENSMUSG00000097329	2	4	1	2	3	4	3	2	2
ENSMUSG00000097330	0	2	1	3	3	2	1	2	1
ENSMUSG00000097331	9	16	11	13	12	7	8	17	12
ENSMUSG00000097332	0	0	0	0	0	0	0	0	0
ENSMUSG00000097333	122	123	101	134	137	126	140	148	132
ENSMUSG00000097334	1	2	2	5	2	4	4	5	3
ENSMUSG00000097335	5	4	4	1	4	5	2	2	2
ENSMUSG00000097336	0	0	0	0	0	0	0	0	0
ENSMUSG00000097337	13	10	10	7	5	9	18	15	20
ENSMUSG00000097338	0	0	0	0	0	0	0	0	0
ENSMUSG00000097339	0	1	0	0	1	0	1	0	1
ENSMUSG00000097340	22	33	21	39	41	62	39	36	42
ENSMUSG00000097342	0	0	0	0	0	0	0	0	0
ENSMUSG00000097343	35	42	37	26	42	27	25	20	42
ENSMUSG00000097344	0	0	0	0	0	0	0	0	0
ENSMUSG00000097345	4	1	2	4	6	2	1	4	5
ENSMUSG00000097346	0	0	0	0	0	0	1	0	0
ENSMUSG00000097347	24	29	26	39	39	39	28	43	42
ENSMUSG00000097348	3	1	1	1	0	2	1	0	0
ENSMUSG00000097349	0	0	0	0	0	0	0	0	0
ENSMUSG00000097350	37	31	35	30	27	39	38	26	41
ENSMUSG00000097352	177	162	153	192	163	202	226	191	202
ENSMUSG00000097353	47	35	38	47	50	66	42	61	41
ENSMUSG00000097354	36	37	29	60	46	76	79	78	61
ENSMUSG00000097355	0	0	0	0	0	0	0	0	0
ENSMUSG00000097356	0	0	0	0	0	0	0	0	0
ENSMUSG00000097357	1	1	1	2	1	2	2	1	1
ENSMUSG00000097358	2	12	15	7	4	5	6	4	11
ENSMUSG00000097360	0	1	0	0	0	1	0	0	0
ENSMUSG00000097361	0	0	0	0	0	0	0	0	0
ENSMUSG00000097362	0	0	0	1	1	0	0	0	0
ENSMUSG00000097363	0	0	0	0	0	0	0	0	0
ENSMUSG00000097364	0	1	0	0	0	1	1	0	0
ENSMUSG00000097365	0	0	0	0	0	0	1	0	0
ENSMUSG00000097366	4	2	1	2	0	4	3	5	3
ENSMUSG00000097367	0	0	0	0	0	0	0	0	0
ENSMUSG00000097368	1	0	3	0	0	2	0	0	1
ENSMUSG00000097369	6	1	1	2	0	3	2	6	3
ENSMUSG00000097370	1	0	0	0	0	0	0	1	0
ENSMUSG00000097371	0	0	0	0	0	0	0	0	0
ENSMUSG00000097372	0	0	0	0	0	0	1	0	0
ENSMUSG00000097373	1	3	0	2	0	1	1	1	0
ENSMUSG00000097374	0	0	2	2	3	0	0	0	2
ENSMUSG00000097375	54	46	52	50	25	39	65	49	42
ENSMUSG00000097376	1	1	0	1	0	0	2	3	3
ENSMUSG00000097377	4	2	7	6	2	8	6	1	9
ENSMUSG00000097378	11	8	5	8	14	15	10	7	8
ENSMUSG00000097379	6	9	17	7	9	12	22	13	9
ENSMUSG00000097380	8	12	14	7	5	7	9	11	17
ENSMUSG00000097381	2	0	4	1	0	1	3	3	1
ENSMUSG00000097382	0	0	0	0	0	0	0	0	0
ENSMUSG00000097383	0	0	1	0	0	4	1	0	0
ENSMUSG00000097384	0	0	0	0	0	0	0	1	1
ENSMUSG00000097385	0	1	1	0	0	0	0	0	0
ENSMUSG00000097386	9	7	3	6	9	11	8	5	13
ENSMUSG00000097387	0	0	0	0	0	0	0	0	0
ENSMUSG00000097388	3	3	0	0	1	2	3	2	3
ENSMUSG00000097390	21	5	18	7	1	10	3	10	10
ENSMUSG00000097391	0	0	0	0	0	0	0	0	0
ENSMUSG00000097392	141	122	123	95	125	154	178	126	149
ENSMUSG00000097393	0	0	0	0	0	0	0	0	1
ENSMUSG00000097396	0	0	0	0	0	0	0	0	0
ENSMUSG00000097397	10	9	12	17	7	17	10	14	19
ENSMUSG00000097398	0	3	1	0	1	0	1	2	1
ENSMUSG00000097399	2	0	4	2	2	3	5	1	3
ENSMUSG00000097401	1	0	1	0	0	1	0	0	0
ENSMUSG00000097402	2	1	1	0	1	1	1	1	0
ENSMUSG00000097403	10	8	4	8	8	8	4	4	4
ENSMUSG00000097404	7	9	7	10	21	35	21	16	22
ENSMUSG00000097405	16	27	25	28	24	31	26	17	21
ENSMUSG00000097406	0	0	0	0	1	0	0	0	1
ENSMUSG00000097407	0	0	0	1	0	0	0	0	0
ENSMUSG00000097408	0	0	0	0	0	0	0	0	0
ENSMUSG00000097409	0	0	0	0	0	0	0	0	0
ENSMUSG00000097410	3	3	2	7	8	4	9	2	8
ENSMUSG00000097411	0	0	0	0	0	0	0	0	1
ENSMUSG00000097412	14	11	15	14	13	13	13	12	11
ENSMUSG00000097413	5	9	4	10	7	7	9	10	7
ENSMUSG00000097414	0	2	2	1	1	1	3	0	1
ENSMUSG00000097415	167	165	181	223	245	333	273	245	218
ENSMUSG00000097416	3	2	2	0	4	4	5	2	2
ENSMUSG00000097417	8	5	5	2	1	0	1	1	4
ENSMUSG00000097418	23	17	21	3	4	4	9	14	11
ENSMUSG00000097419	1	1	0	0	0	0	0	0	1
ENSMUSG00000097420	0	0	0	0	0	0	0	0	0
ENSMUSG00000097421	0	0	0	0	0	0	0	0	0
ENSMUSG00000097422	8	2	3	1	0	3	1	3	0
ENSMUSG00000097423	0	0	0	0	0	0	0	0	0
ENSMUSG00000097424	0	0	0	1	0	0	0	0	0
ENSMUSG00000097425	0	0	0	0	0	0	0	0	0
ENSMUSG00000097426	0	0	0	0	1	0	0	0	1
ENSMUSG00000097427	0	0	0	0	0	0	0	0	0
ENSMUSG00000097428	2	0	0	1	2	0	3	3	1
ENSMUSG00000097429	0	1	0	1	0	0	1	0	3
ENSMUSG00000097430	0	0	2	1	0	2	1	0	2
ENSMUSG00000097431	13	19	10	24	15	20	16	11	14
ENSMUSG00000097432	0	0	0	0	0	0	1	0	0
ENSMUSG00000097433	3	0	0	1	0	1	0	0	1
ENSMUSG00000097434	0	0	0	0	0	0	0	0	0
ENSMUSG00000097435	0	0	0	0	0	0	0	1	0
ENSMUSG00000097437	0	0	0	0	0	0	0	0	0
ENSMUSG00000097438	0	0	0	0	0	0	0	0	0
ENSMUSG00000097439	4	5	3	5	1	13	3	6	5
ENSMUSG00000097440	0	1	1	1	0	1	0	1	0
ENSMUSG00000097441	0	0	0	0	0	0	0	0	0
ENSMUSG00000097442	0	0	0	0	0	0	0	0	0
ENSMUSG00000097443	8	3	9	6	5	6	3	5	4
ENSMUSG00000097444	1	1	2	8	2	2	4	3	4
ENSMUSG00000097445	2	8	2	0	3	2	4	6	4
ENSMUSG00000097446	0	0	0	0	0	0	0	0	0
ENSMUSG00000097447	0	0	0	0	0	0	0	0	0
ENSMUSG00000097448	0	1	0	0	1	1	0	0	0
ENSMUSG00000097450	0	0	0	0	0	0	0	0	0
ENSMUSG00000097451	0	0	0	0	0	0	0	0	0
ENSMUSG00000097452	0	0	0	0	0	0	0	0	0
ENSMUSG00000097453	0	0	0	0	0	0	0	0	0
ENSMUSG00000097454	0	0	0	0	0	0	0	0	0
ENSMUSG00000097455	2	0	3	0	1	0	1	2	1
ENSMUSG00000097456	0	0	0	0	0	0	0	0	1
ENSMUSG00000097457	0	2	3	1	1	2	4	2	2
ENSMUSG00000097458	0	0	0	0	0	0	0	0	0
ENSMUSG00000097459	0	1	1	1	0	0	0	1	2
ENSMUSG00000097460	2	0	3	3	0	0	6	5	1
ENSMUSG00000097461	0	0	0	0	0	0	0	0	0
ENSMUSG00000097462	15	11	12	21	12	21	24	20	17
ENSMUSG00000097463	0	0	0	0	0	0	0	0	0
ENSMUSG00000097464	0	0	0	0	0	0	0	0	0
ENSMUSG00000097465	0	0	0	0	0	0	0	0	0
ENSMUSG00000097466	0	0	3	9	9	2	6	3	2
ENSMUSG00000097467	42	77	33	15	22	24	16	40	24
ENSMUSG00000097468	0	0	0	0	0	0	0	0	0
ENSMUSG00000097469	0	2	2	2	1	0	0	0	1
ENSMUSG00000097470	19	20	17	10	30	20	20	25	21
ENSMUSG00000097471	1	7	2	5	1	1	1	2	3
ENSMUSG00000097472	18	14	21	12	12	16	14	12	18
ENSMUSG00000097473	0	0	0	0	0	0	0	0	0
ENSMUSG00000097474	2	3	3	0	1	0	0	2	0
ENSMUSG00000097476	3	7	5	21	17	25	18	26	14
ENSMUSG00000097479	3	2	3	0	4	2	0	1	0
ENSMUSG00000097480	0	0	0	0	0	0	0	0	0
ENSMUSG00000097481	0	0	0	0	0	0	0	0	0
ENSMUSG00000097482	0	0	0	0	0	0	0	0	0
ENSMUSG00000097483	0	0	0	0	0	0	0	0	0
ENSMUSG00000097484	0	0	0	0	0	0	3	0	0
ENSMUSG00000097486	0	0	0	0	0	0	0	0	0
ENSMUSG00000097487	78	75	54	117	107	136	141	147	142
ENSMUSG00000097488	47	76	44	39	43	53	40	56	47
ENSMUSG00000097489	0	0	1	0	0	1	0	0	0
ENSMUSG00000097491	0	1	1	1	0	0	1	4	0
ENSMUSG00000097493	0	0	0	0	0	0	0	0	0
